DATE;Levegő páratartalom;Talaj nedvesség 60 cm;Légnyomás;Levegő hőmérséklet;Napelem töltő feszültség;Külső akkufeszültség;Csapadék;Talaj hőmérséklet 0 cm;Szél irány;Belső akkufeszültség;Csapadék Számláló;Levél nedvesség;Besugárzás;Szél lökés;Talaj nedvesség 90 cm;Fény egység;Talaj nedvesség 120 cm;Fagy;Szél sebesség;Talaj nedvesség 30 cm
2021. 2. 24. 8:00;88,68667;12,973998;1029,1;6,816667;17,456999;;0;3,9;275,80783;4,2276664;0;10;318,33334;1,3333334;7,856998;217,5;0;-1;0,16666667;13,925998
2021. 2. 24. 9:00;75,159996;13,013664;1028,8334;10,683333;20,795;;0;3,8999999;284,10828;4,222667;0;1,6666666;436,66666;4,8333335;7,8371644;340,33334;0;-1;1,1666666;14,104497
2021. 2. 24. 10:00;60,416668;13,211998;1028,3334;14,283334;20,877167;;0;3,8999999;301,43967;4,2131667;0;0;485,83334;5,6666665;7,7379985;479,5;0;-1;1,3333334;13,826829
2021. 2. 24. 11:00;50,543335;13,668164;1027,8834;16,9;20,579666;;0;3,8999999;272,57306;4,2093334;0;0;486,66666;5,1666665;7,7578316;699,5;0;-1;1,1666666;13,648331
2021. 2. 24. 12:00;45,024998;13,806998;1027,5001;18,333332;19,629;;0;3,9666665;243,34155;4,206333;0;0;310;2,5;7,797498;527,1667;0;-1;0,33333334;13,628497
2021. 2. 24. 13:00;41,25;13,707831;1027,0166;18,1;16,803335;;0;4,1;245,56097;4,204;0;0;148,33333;3,5;7,7379985;424,33334;0;-1;0,16666667;13,648332
2021. 2. 24. 14:00;40,643333;13,549164;1026,5;18,366667;17,067335;;0;4,1666665;80,04353;4,2035003;0;0;107,5;3,2;7,7379985;313,5;0;-1;0;13,6086645
2021. 2. 24. 15:00;41,071667;13,402397;1026,1666;17,133333;16,740667;;0;4,2999997;36,737473;4,199167;0;0;44,166668;5;7,737998;89,333336;0;-1;0,5;13,568997
2021. 2. 24. 16:00;52,548336;13,152496;1026,2334;15,016666;8,5815;;0;4,3833337;65,94534;4,1955;0;0;4,1666665;2,5;7,7776647;0,5;0;-1;0;13,846664
2021. 2. 24. 17:00;61,773335;12,993832;1026,2999;12,633332;0;;0;4,433333;90,02922;4,192833;0;0;0;0,5;7,7776647;0;0;-1;0;13,846664
2021. 2. 24. 18:00;66,278336;12,894665;1026,05;11,216667;0,021499999;;0;4,516667;90,02922;4,19;0;0;0;0,16666667;7,7776647;649,1667;0;-1;0;14,084666
2021. 2. 24. 19:00;70,2;12,934331;1026,48;10,2;0;;0;4,5833335;90,08823;4,19;0;0;0;0;7,7578316;0;0;0;0;14,00533
2021. 2. 24. 20:00;72,863335;12,973998;1026,9166;9;0;;0;4,6;89,97077;4,1861663;0;0;0;0,16666667;7,797498;0,16666667;0;0;0;14,025163
2021. 2. 24. 21:00;75,855;12,874831;1026,8667;8,366668;0;;0;4,6;90,02922;4,1878333;0;0;0;0,33333334;7,7379985;0;0;0;0;13,985497
2021. 2. 24. 22:00;79,15667;12,854997;1026,7667;7,4666667;0;;0;4,6;90,01775;4,1845;0;0;0;0,2;7,7776647;0;0;0;0;13,985497
2021. 2. 24. 23:00;81,329994;13,013664;1026,7333;7,133333;0;;0;4,8666663;90,08823;4,184;0;0;0;0,33333334;8,154498;3,5;0;0;0;14,144165
2021. 2. 25. 0:00;84,66333;12,973998;1026,5667;6,2999997;0;;0;4,7000003;90,08823;4,183;0;0;0;0,33333334;8,035498;2;0;0;0;14,163999
2021. 2. 25. 1:00;86,34667;13,033498;1026,2167;5,783333;0;;0;4,483333;90,08823;4,1803336;0;6;0;0,16666667;7,995831;0;0;0;0;14,144164
2021. 2. 25. 2:00;88,07166;13,045398;1025,95;5,4500003;0;;0;4,4;90,08823;4,179167;0;10;0;0;8,023598;0;0;0;0;14,068797
2021. 2. 25. 3:00;88,39333;12,993832;1025,8834;5,316667;0;;0;4,4;90,08823;4,1801667;0;10;0;0,5;8,094998;0;0;0;0;14,18383
2021. 2. 25. 4:00;88,906006;12,934331;1025,74;4,92;0,005833333;;0;4,4;90,08823;4,1771665;0;10;0;0,5;8,134665;0;0;0;0;14,00533
2021. 2. 25. 5:00;89,77167;13,033498;1025,7667;4,7999997;10,520667;;0;4,3333335;90,08823;4,175;0;10;4,1666665;1,4;8,114831;653,1667;0;0;0;14,18383
2021. 2. 25. 6:00;89,195;13,073163;1025,9166;5,0333333;16,766;;0;4,3;74,62162;4,1768336;0;10;45;3,1666667;8,055331;32,166668;0;0;0,16666667;14,203664
2021. 2. 25. 7:00;83,99333;13,05333;1026,3833;6,5333333;17,449167;;0;4,2999997;88,856224;4,1753335;0;5;193,33333;2,6666667;8,134665;733;0;-1;0,16666667;14,243331
2021. 2. 25. 8:00;74,465004;13,05333;1026,3334;9,833333;20,235334;;0;4,2999997;82,06836;4,231167;0;0;325,83334;3,5;8,055331;237,16667;0;-1;0,5;14,00533
2021. 2. 25. 9:00;62,289997;13,211997;1025,9501;13,95;20,902666;;0;4,9166665;99,00636;4,2103333;0;0;438,33334;3,5;8,015664;370,33334;0;-1;0;14,084664
2021. 2. 25. 10:00;52,74167;13,568996;1025,5833;17,1;20,810333;;0;5,5166664;98,307594;4,210833;0;0;498,33334;5;7,995831;1043,8334;0;-1;0,6666667;13,727664
2021. 2. 25. 11:00;46,355;14,064831;1024,7833;19,116667;20,681665;;0;6,2333336;10,589323;4,2085;0;0;490;4,8333335;8,055331;1181,5;0;-1;0,8333333;13,568999
2021. 2. 25. 12:00;40,853333;14,243331;1024,0833;19,9;20,339167;;0;7;128,0053;4,2036667;0;0;309,16666;4,3333335;8,075164;573,5;0;-1;0,33333334;13,588832
2021. 2. 25. 13:00;40,938335;14,302831;1023,5166;19,483334;18,439167;;0;7,366667;20,616306;4,2001667;0;0;176,66667;3,8333333;8,114831;441,33334;0;-1;0,33333334;13,588832
2021. 2. 25. 14:00;39,97;13,806998;1023,01666;19,283333;18,3705;;0;7,5;183,66805;4,1976666;0;0;115,833336;4,6666665;7,995831;661,5;0;-1;0,5;13,509499
2021. 2. 25. 15:00;42,618332;13,648331;1022,5667;17,949999;16,756166;;0;7,4500003;80,41771;4,195167;0;0;49,166668;2,3333333;7,975998;96,5;0;-1;0,16666667;13,588832
2021. 2. 25. 16:00;51,295998;13,251663;1022,54004;15,160001;9,189834;;0;7,2333336;83,894424;4,1930003;0;0;5;0,2;8,035498;1;0;-1;0;13,727664
2021. 2. 25. 17:00;61,84833;13,092998;1022,6167;12,150001;0;;0;6,7833333;84,105316;4,1911664;0;0;0;0;8,075164;305,83334;0;-1;0;13,88633
2021. 2. 25. 18:00;67,18499;13,045398;1022,43335;10,933333;0;;0;6,4399996;84,0471;4,1885;0;0;0;0,16666667;8,118798;0,33333334;0;-1;0;13,973598
2021. 2. 25. 19:00;67,534996;13,05333;1022,14996;10,700001;0;;0;6,183333;83,87082;4,186167;0;0;0;0,16666667;8,075164;0;0;0;0;13,925998
2021. 2. 25. 20:00;71,14333;13,092998;1022,1167;9,666666;0;;0;5,9166665;84,0471;4,1856666;0;0;0;0,16666667;8,035498;0;0;0;0;13,906165
2021. 2. 25. 21:00;72,30833;13,05333;1022,01666;9,616667;0;;0;5,75;83,98838;4,1825;0;0;0;0,16666667;8,094998;0;0;0;0;14,084664
2021. 2. 25. 22:00;76,50166;13,033497;1021,95;8,466666;0;;0;5,566667;84,0471;4,1828337;0;0;0;0,16666667;8,114831;0;0;0;0;14,084664
2021. 2. 25. 23:00;82,33166;13,033498;1021,5833;6,9200006;0;;0;4,933333;83,98838;4,181;0;0;0;0;8,075165;9;0;0;0;14,044998
2021. 2. 26. 0:00;84,82166;13,033497;1021,14996;6,3666663;0;;0;4,9;84,105316;4,1808333;0;0;0;0;8,094998;0,33333334;0;0;0;14,00533
2021. 2. 26. 1:00;85,952;13,092998;1020,62;5,9833336;0;;0;4,9;84,105316;4,177666;0;1,6666666;0;0;8,094998;1,3333334;0;0;0;14,322663
2021. 2. 26. 2:00;85,82499;13,092998;1020,3499;5,866667;0;;0;4,9;83,98838;4,1788335;0;3,3333333;0;0,8333333;8,194164;0;0;0;0;14,18383
2021. 2. 26. 3:00;88,07001;13,05333;1020,24994;4,933334;0;;0;4,883333;84,105316;4,177167;0;8;0;0;8,313165;6,3333335;0;0;0;14,2631645
2021. 2. 26. 4:00;89,18333;13,045398;1020,1833;4,7166667;0,027333334;;0;4,8;84,0471;4,177;0;10;0;0;8,309198;17,666666;0;0;0;14,163999
2021. 2. 26. 5:00;90,48501;13,112831;1020,01666;4,9666667;11,637833;;0;4,7999997;84,105316;4,176;0;10;5;0,33333334;8,412331;21;0;0;0;14,223496
2021. 2. 26. 6:00;89,915;13,0929985;1019,8833;6;16,781836;;0;4,7999997;84,105316;4,175833;0;10;45,833332;0;8,293331;985,1667;0;0;0;14,084663
2021. 2. 26. 7:00;80,075;13,112831;1019,76666;9,533334;16,825003;;0;4,733333;84,105316;4,195;0;6,6666665;191,66667;1,2;8,273499;124,5;0;-1;0;14,084663
2021. 2. 26. 8:00;63,041424;13,177999;1019,35724;15,057143;20,641714;;0;4,7000003;83,98838;4,23;0;0;341,42856;1,1666666;8,2649975;754,7143;0;-1;0,16666667;14,044998
2021. 2. 26. 9:00;51,656666;13,370664;1018,94995;17,916666;20,814333;;0;4,7000003;34,759163;4,2221665;0;0;454,16666;3,5;8,194164;363,5;0;-1;0,33333334;13,747498
2021. 2. 26. 10:00;43,322;13,648332;1018,52;20,816668;20,636332;;0;4,7400002;57,748222;4,217833;0;0;504,16666;4;8,23383;499,16666;0;-1;0,4;13,668163
2021. 2. 26. 11:00;40,555;14,00533;1017,71674;22,183332;20,501501;;0;4,7999997;85,40336;4,2144995;0;0;500;4,3333335;8,253665;653,8333;0;-1;0,6666667;13,549164
2021. 2. 26. 12:00;40,25333;14,18383;1016,9333;21,483332;20,358332;;0;4,866667;14,600401;4,2116666;0;0;290;5,3333335;8,253665;624;0;-1;1,1666666;13,6086645
2021. 2. 26. 13:00;39,696667;14,044998;1016,08325;20,98;19,0985;;0;4,983333;327,74512;4,2085004;0;0;170;6,6666665;8,194164;449,66666;0;-1;1,8333334;13,6086645
2021. 2. 26. 14:00;40,584995;13,830798;1015,35004;20,4;18,736502;;0;5,1166663;34,14053;4,2065005;0;0;121,666664;7,1666665;8,142598;369;0;-1;2;13,568997
2021. 2. 26. 15:00;44,52833;13,806998;1014,7834;19,433332;16,756332;;0;5,2833333;40,4698;4,2015;0;0;44,166668;5,6666665;8,134665;96,5;0;-1;1,5;13,568997
2021. 2. 26. 16:00;51,241665;13,509498;1014,55005;17,050001;9,053166;;0;5,366667;38,416508;4,2015;0;0;5;1;8,134665;0,6666667;0;-1;0;13,6086645
2021. 2. 26. 17:00;59,79833;13,251664;1014,48334;14,099999;0;;0;5,4500003;38,357807;4,1966662;0;0;0;0;8,154498;0;0;-1;0;13,668164
2021. 2. 26. 18:00;66,86833;13,172332;1014,3667;11,933334;0;;0;5,5833335;38,357807;4,195667;0;0;0;0;8,134665;0;0;-1;0;13,965664
2021. 2. 26. 19:00;71,39667;13,092998;1014,26666;10,766666;0;;0;5,6;38,416508;4,1928334;0;0;0;0;8,154498;0;0;0;0;13,925998
2021. 2. 26. 20:00;73,21334;13,05333;1014,23334;9,849999;0;;0;5,6;38,357807;4,1924996;0;0;0;0;8,174331;3,5;0;0;0;14,025163
2021. 2. 26. 21:00;75,57166;13,013664;1014,2;9,016666;0;;0;5,6;38,42796;4,1895003;0;0;0;0;8,213998;649,1667;0;0;0;14,044998
2021. 2. 26. 22:00;79,01833;13,073165;1014,10004;8,05;0;;0;5,6;38,357807;4,1898336;0;0;0;0;8,194164;0;0;0;0;14,025165
2021. 2. 26. 23:00;77,426;13,013664;1013,9199;8,8;0,001833333;;0;5,9833336;38,416508;4,1901665;0;0;0;0;8,213998;0;0;0;0;14,025163
2021. 2. 27. 0:00;76,93;13,092998;1013,8833;8,766666;0;;0;5,85;2,675172;4,187;0;0;0;2;8,273498;0;0;0;0;14,00533
2021. 2. 27. 1:00;76,09167;13,112831;1013,94995;8,650001;0;;0;5,7999997;292,5719;4,1873336;0;0;0;3,6666667;8,23383;0;0;0;0,33333334;14,084664
2021. 2. 27. 2:00;74,60333;13,092998;1013,98334;8,750001;0;;0;5,8;298,929;4,1858335;0;0;0;7;8,261599;0;0;0;1,8333334;14,068799
2021. 2. 27. 3:00;75,15;13,053332;1014,3667;8,216667;0;;0;5,7999997;270,0229;4,1838336;0;0;0;5,5;8,253665;0;0;0;1,3333334;14,104497
2021. 2. 27. 4:00;78,72001;13,013664;1014,73334;7,4166665;0,068333335;;0;5,7833333;269,81708;4,1835003;0;0;0;7;8,23383;1,3333334;0;0;2;13,965664
2021. 2. 27. 5:00;82,52;12,973998;1016,05;6,8333325;11,849;;0;5,65;264,7146;4,183334;0;0;5;10,833333;8,213998;2,1666667;0;0;4,5;14,124331
2021. 2. 27. 6:00;75,375;13,033497;1017,2;7,5333333;16,77;;0;5,633333;234,41385;4,184;0;0;40;9,666667;8,174331;28,333334;0;0;4,1666665;13,945831
2021. 2. 27. 7:00;68,433334;13,05333;1018,1333;7,816667;16,779833;;0;5,7666664;244,1936;4,1815;0;0;65,833336;10,666667;8,194164;354,33334;0;-1;3,3333333;13,925996
2021. 2. 27. 8:00;70,718;12,993831;1018,92004;7,7400002;16,789667;;0;5,816667;262,67636;4,1809998;0;0;89,166664;10,166667;8,154498;83,5;0;-1;4,1666665;13,945831
2021. 2. 27. 9:00;67,11;13,073165;1019,4333;8,616666;18,8655;;0;5,9833336;271,90656;4,200333;0;0;206,66667;11,166667;8,23383;206,66667;0;-1;4,3333335;13,965664
2021. 2. 27. 10:00;61,103336;13,251664;1019,9666;10,583333;21,157;;0;6,35;256,01907;4,2235003;0;0;375,83334;10;8,313165;382,66666;0;-1;3,8333333;13,866498
2021. 2. 27. 11:00;59,416668;13,192164;1019,98334;10,849999;21,362497;;0;6,8333335;246,8237;4,2256665;0;0;302,5;11,333333;8,174331;421,16666;0;-1;4,5;13,886331
2021. 2. 27. 12:00;57,726665;13,073165;1020,03326;10,866666;19,388166;;0;6,933333;254,23187;4,2304997;0;0;200,83333;10,8;8,23383;218,66667;0;-1;3,8;13,846663
2021. 2. 27. 13:00;59,184998;13,073163;1020,1167;10,833333;20,574;;0;6,9833336;249,62312;4,228667;0;0;129,16667;8,5;8,213998;214,66667;0;-1;3,3333333;13,886331
2021. 2. 27. 14:00;58,190002;13,033497;1020,21674;11,25;19,421501;;0;6,9;252,35526;4,226667;0;0;130,83333;8,5;8,213998;321,66666;0;-1;3,1666667;13,866497
2021. 2. 27. 15:00;59,545002;13,021597;1020,31665;10,75;16,755999;;0;6,88;273,84216;4,2208333;0;0;42,5;5;8,190198;122,5;0;-1;1,3333334;13,854597
2021. 2. 27. 16:00;64,011665;12,934331;1020,8167;9,400001;9,671499;;0;6,7166667;274,8973;4,219167;0;0;5;1,3333334;8,134665;0;0;-1;0,16666667;13,886331
2021. 2. 27. 17:00;71,18333;12,894665;1021,48334;7,7166667;0,001833333;;0;6,3500004;274,8973;4,212667;0;0;0;0;8,23383;649,1667;0;-1;0;14,144165
2021. 2. 27. 18:00;68,124;12,934331;1021,95996;8,38;0;;0;6,2000003;282,70728;4,2103333;0;0;0;2,6666667;8,273498;0;0;-1;0,16666667;14,163999
2021. 2. 27. 19:00;64,845;12,993832;1022,68335;8,35;0;;0;6,1166663;273,72455;4,2083335;0;0;0;2;8,23383;0;0;0;0,16666667;14,163998
2021. 2. 27. 20:00;61,49;12,973998;1023,2334;8,633334;0;;0;6,1;273,71252;4,2068334;0;0;0;0;8,253665;2,5;0;0;0;14,104497
2021. 2. 27. 21:00;65,71334;12,914498;1023,75;8,083333;0;;0;6,1;273,66544;4,2016664;0;0;0;0,5;8,213998;0;0;0;0;14,144165
2021. 2. 27. 22:00;68,38167;12,874831;1024,1832;7,5;0;;0;5,9666667;286,2912;4,202;0;0;0;3,3333333;8,23383;0;0;0;0,6666667;14,223498
2021. 2. 27. 23:00;71,185;12,894665;1024,4;6,6;0;;0;5,866667;276,835;4,1994996;0;0;0;2;8,213998;0;0;0;0;14,124331
2021. 2. 28. 0:00;73,36;12,874831;1024,7666;5,4;0;;0;5,65;264,28137;4,197;0;0;0;2,5;8,293331;0;0;0;0;14,18383
2021. 2. 28. 1:00;77,44666;12,894664;1024,9332;4,2166667;0;;0;5,3666663;269,17484;4,1945;0;0;0;3,6666667;8,293332;0;0;0;0,6666667;14,2631645
2021. 2. 28. 2:00;79,911995;12,926397;1025,14;3,42;0;;0;5,1600003;273,9876;4,194333;0;0;0;5,6666665;8,356798;0;0;0;2,3333333;14,2115965
2021. 2. 28. 3:00;81,88834;12,874831;1025,35;2,8500001;0;;0;4,883333;275,88165;4,1926665;0;0;0;5,2;8,392498;0;0;0;2,2;14,282997
2021. 2. 28. 4:00;82,63333;12,8153305;1025,4166;2,3833334;0,12316667;;0;4,683334;284,69342;4,1924996;0;0;0;4,5;8,432164;0;0;0;1,5;14,382165
2021. 2. 28. 5:00;83,23167;12,854999;1025,4501;2,1499999;12,813499;;0;4,483333;285,92358;4,1905003;0;0;5,8333335;3,5;8,412331;0;0;0;0,16666667;14,302831
2021. 2. 28. 6:00;80,84667;12,894664;1026,0667;2,1;16,783834;;0;4,3833337;280,30588;4,1915;0;0;38,333332;4,6666665;8,451997;14,5;0;0;1,1666666;14,30283
2021. 2. 28. 7:00;75,25001;12,954164;1026,25;4,0166664;19,607166;;0;4,3333335;274,08328;4,2061667;0;0;255,83333;4,8333335;8,432164;97,166664;0;-1;1;14,382164
2021. 2. 28. 8:00;59,578335;12,993832;1026;7,9166675;21,428999;;0;4,516667;229,71709;4,2201667;0;0;395,83334;4,8333335;8,432164;248;0;-1;0,6666667;14,2631645
2021. 2. 28. 9:00;48,858334;13,073165;1025,7333;10,05;21,370165;;0;4,883333;209,85529;4,224833;0;0;496,66666;5,5;8,293331;1540,8334;0;-1;1,6666666;14,025165
2021. 2. 28. 10:00;44,03;13,211997;1025,6599;11,400001;21,509169;;0;5,5166664;310,02725;4,2301664;0;0;478,33334;6,1666665;8,213998;497,5;0;-1;1,3333334;13,846664
2021. 2. 28. 11:00;43,48833;13,251664;1025,0499;11,150001;19,435167;;0;6,116667;278,98044;4,2288337;0;0;390;9,2;8,213998;239;0;-1;2,8;13,76733
2021. 2. 28. 12:00;43,001667;13,132664;1024,5166;11,616666;20,043667;;0;6,516667;354,6978;4,229;0;0;281,66666;9,333333;8,194164;255,66667;0;-1;2,5;13,826832
2021. 2. 28. 13:00;42,595;12,973998;1023,8499;11,416667;20,147333;;0;6,6;285,63782;4,229833;0;0;180;12,333333;8,194164;439,16666;0;-1;4;13,846664
2021. 2. 28. 14:00;42,78;12,973997;1023,25006;11,583333;18,834167;;0;6,56;278,23923;4,2271667;0;0;124,166664;10,5;8,213998;421,33334;0;-1;4;13,902197
2021. 2. 28. 15:00;44,370007;12,874832;1023,10004;10,766666;16,766;;0;6,383333;316,8937;4,2231665;0;0;40,833332;10;8,213998;129;0;-1;3,3333333;14,005332
2021. 2. 28. 16:00;49,910004;12,934331;1022,95;9,55;9,871167;;0;6,2333336;277,74634;4,218167;0;0;5;5;8,134665;0,33333334;0;-1;0,8333333;13,866497
2021. 2. 28. 17:00;54,001663;12,894665;1023;8,2;0;;0;5,9666667;283,61554;4,2148337;0;0;0;2,8333333;8,174331;615,3333;0;-1;0,33333334;13,9854965
2021. 2. 28. 18:00;60,90333;12,8153305;1022,9167;6,2999997;0;;0;5,633333;281,17285;4,214;0;0;0;0;8,23383;0;0;-1;0;14,084664
2021. 2. 28. 19:00;64,73166;12,874829;1023,06665;5,2166667;0;;0;5,2666664;281,17285;4,2086673;0;0;0;0;8,273499;0;0;0;0;14,163999
2021. 2. 28. 20:00;67,20799;12,835163;1023;4,5600004;0;;0;4,983333;281,17285;4,205;0;0;0;0;8,313165;0;0;0;0;14,223496
2021. 2. 28. 21:00;70,07833;12,934331;1022,58344;3,8833332;0;;0;4,7833333;283,2172;4,2033334;0;0;0;0,5;8,352832;0;0;0;0;14,322663
2021. 2. 28. 22:00;73,028336;12,894665;1022,01666;3,0333335;0;;0;4,616667;322,0531;4,201;0;0;0;2;8,352832;0;0;0;0;14,203664
2021. 2. 28. 23:00;73,17333;12,835164;1021,60004;2,8833334;0;;0;5,2999997;4,457219;4,1998334;0;0;0;3;8,372665;0;0;0;0;14,243331
2021. 3. 1. 0:00;74,55334;12,878797;1021,48334;2,5;0;;0;5,2833333;25,396517;4,1981664;0;0;0;3;8,356798;0;0;0;0;14,282997
2021. 3. 1. 1:00;76,10834;12,8153305;1021,0667;1,9833335;0;;0;5,2000003;32,02425;4,197;0;0;0;2,6;8,412331;0;0;0;0;14,282998
2021. 3. 1. 2:00;77,47;12,874829;1020,55;1,5666666;0;;0;5,1;26,568935;4,1935;0;0;0;2,8333333;8,412332;0;0;0;0;14,342499
2021. 3. 1. 3:00;78,766;12,894664;1020,8;1,24;0;;0;5,066667;343,72324;4,1941667;0;0;0;2,8333333;8,372665;0;0;0,5;0,33333334;14,362331
2021. 3. 1. 4:00;81,05334;12,894665;1021;0,5833333;0,12116667;;0;4,95;348,0353;4,1930003;0;0;0;1;8,432164;0;0;1;0;14,501164
2021. 3. 1. 5:00;81,661674;12,854999;1021,26666;0,4666667;12,7335005;;0;4,9;327,4094;4,1906667;0;0;5,8333335;3,8333333;8,432164;0,16666667;0;1;0,5;14,401998
2021. 3. 1. 6:00;80,621666;12,874831;1021,8167;1,2166667;16,77;;0;4,8333335;259,2998;4,190334;0;0;40,833332;4,8333335;8,412331;13,5;0;0,6666667;1,5;14,382165
2021. 3. 1. 7:00;72,755;12,894664;1022,10004;4,0833335;18,906836;;0;3,45;260,76593;4,2208333;0;0;269,16666;3,8;8,412331;103,333336;0;-1;0,4;14,322663
2021. 3. 1. 8:00;64,69833;12,926397;1022,26666;7,616667;20,906668;;0;3,78;229,82837;4,2218328;0;0;407,5;8,5;8,380598;565;0;-1;2,6666667;14,163997
2021. 3. 1. 9:00;61,468334;12,934331;1022,75;9,016666;21,918167;;0;4,6833334;210,95746;4,2318335;0;0;517,5;11,333333;8,332999;410,83334;0;-1;4,3333335;14,183831
2021. 3. 1. 10:00;54,858334;13,033498;1022,94995;10,783334;21,6345;;0;4,633333;235,68568;4,2305;0;0;578,3333;10,333333;8,273499;567,5;0;-1;3,5;14,00533
2021. 3. 1. 11:00;52,024;13,231832;1022,77997;11,679999;21,616835;;0;4,7000003;245,764;4,232167;0;0;537,5;11,833333;8,253665;638,3333;0;-1;4,1666665;13,727665
2021. 3. 1. 12:00;53,828327;13,033498;1022,6167;11,383334;21,378166;;0;4,733333;251,83328;4,230167;0;0;325,83334;13;8,23383;444,33334;0;-1;4,6666665;13,886331
2021. 3. 1. 13:00;50,149998;12,954165;1022,5999;11,75;18,333498;;0;4,7999997;248,5404;4,2316666;0;0;158;10,166667;8,23383;884;0;-1;3,5;13,866497
2021. 3. 1. 14:00;48,763332;12,973998;1022,71674;11,633332;18,85;;0;4,85;253,85611;4,2246666;0;0;150;10,833333;8,154498;306,66666;0;-1;3,8333333;13,767331
2021. 3. 1. 15:00;52,41833;12,874832;1023,08325;10,849999;17,038;;0;4,9;228,45811;4,2216663;0;0;58,333332;10;8,213998;125,333336;0;-1;3,5;13,945831
2021. 3. 1. 16:00;57,650005;12,8153305;1023,55;9,566667;10,1605;;0;4,9;242,98145;4,217167;0;0;6,6666665;7,4;8,213998;0,16666667;0;-1;2,4;13,866497
2021. 3. 1. 17:00;63,34833;12,75583;1024,2167;8,183333;0,011666667;;0;4,9666667;268,0984;4,2134995;0;0;0;5,6666665;8,213998;310,5;0;-1;1,6666666;14,025165
2021. 3. 1. 18:00;66,895;12,735997;1024,4999;7,183333;0;;0;5;248,26509;4,2103333;0;0;0;6;8,213998;0;0;-1;1,8333334;13,906165
2021. 3. 1. 19:00;71,92834;12,755832;1025,2333;6,016667;0;;0;5;245,61588;4,2075;0;0;0;5,3333335;8,23383;11,5;0;0;1,5;13,985497
2021. 3. 1. 20:00;75,00834;12,716164;1025,7333;5,0833335;0;;0;5;236,7161;4,2058334;0;0;0;3,6666667;8,273499;6;0;0;0,8333333;14,025165
2021. 3. 1. 21:00;76,642;12,656665;1025,96;4,48;0;;0;5;263,35745;4,2031665;0;0;0;4,8333335;8,293332;0;0;0;1,5;14,064831
2021. 3. 1. 22:00;78,67333;12,735997;1026,2667;3,7;0;;0;4,9;238,53357;4,199167;0;0;0;4,3333335;8,309198;8,666667;0;0;0,8333333;14,2115965
2021. 3. 1. 23:00;80,761665;12,656665;1026,6666;3,0166664;0;;0;4,9;240,00014;4,1994996;0;0;0;3,6;8,313165;6,8333335;0;0;0,4;14,183831
2021. 3. 2. 0:00;82,16833;12,63683;1026,85;2,45;0;;0;4,1333337;263,98575;4,197167;0;0;0;5,3333335;8,352832;0;0;0;1,5;14,203664
2021. 3. 2. 1:00;84,901665;12,716165;1026,6;1,7833333;0;;0;3,9166667;270,20517;4,195667;0;0;0;4,3333335;8,392498;0;0;0;1,1666666;14,183831
2021. 3. 2. 2:00;86,34666;12,75583;1026,5834;1,2833334;0;;0;3,7666667;270,96777;4,195;0;0;0;2,5;8,412331;12,5;0;0;0;14,104497
2021. 3. 2. 3:00;88,65333;12,696331;1026,8168;0,5833333;0;;0;3,533333;270,20517;4,1913333;0;8,333333;0;2,5;8,412331;649,1667;0;0,6666667;0,16666667;14,144165
2021. 3. 2. 4:00;89,313995;12,716164;1027;0,1;0,30900002;;0;3,3666666;270,7334;4,191;0;10;0;1,8333334;8,432164;0;0;1;0;14,2631645
2021. 3. 2. 5:00;89,708336;12,775664;1027,0167;0,16666667;13,713833;;0;4,6;270,61597;4,1911664;0;12;8,333333;2,4;8,372665;0,5;0;1;0;14,302831
2021. 3. 2. 6:00;88,34333;12,759797;1027,2167;1,2166666;16,77;;0;4,55;270,49847;4,188;0;10;31;3,8333333;8,380598;19,166666;0;0,33333334;0,5;14,2115965
2021. 3. 2. 7:00;79,35;12,696331;1027,4;3,7500002;19,480167;;0;4,46;264,76776;4,2211666;0;1,6666666;258,33334;3,6666667;8,451997;95,666664;0;-1;0,6666667;14,163997
2021. 3. 2. 8:00;67,348335;12,835164;1027,4667;6,9;21,665834;;0;4,4;254,99643;4,2306666;0;0;400;5,1666665;8,412331;536,3333;0;-1;1,6666666;14,163998
2021. 3. 2. 9:00;55,72667;12,835163;1027,4667;9,133334;21,579498;;0;4,4;247,1542;4,2303333;0;0;505;6,8333335;8,352832;375,66666;0;-1;2,5;14,144165
2021. 3. 2. 10:00;51,13333;12,934331;1027,0333;11,3;21,456335;;0;4,4;268,7377;4,232167;0;0;560;8,666667;8,392498;503,83334;0;-1;2,5;13,945831
2021. 3. 2. 11:00;47,755;13,390498;1026,3667;12,883334;21,297667;;0;4,4;266,82178;4,2326665;0;0;568,3333;8,833333;8,293331;542,1667;0;-1;3;13,687997
2021. 3. 2. 12:00;46;13,092998;1025,6666;13,249999;21,231333;;0;4,4;264,0609;4,233;0;0;283,33334;10,5;8,23383;546,3333;0;-1;3,6666667;13,806996
2021. 3. 2. 13:00;44,562;12,973998;1025,18;13,660001;21,0865;;0;4,483333;290,3877;4,2273335;0;0;161,66667;10;8,174331;1045,6666;0;-1;2,2;13,76733
2021. 3. 2. 14:00;42,981663;12,874831;1024,8167;13,866668;18,5095;;0;4,6;282,6698;4,2261662;0;0;197,5;9,5;8,213998;742,3333;0;-1;3,5;13,767331
2021. 3. 2. 15:00;44,206665;12,795498;1024,55;13,2;16,76;;0;4,65;285,03528;4,221333;0;0;44,166668;7,5;8,213998;459,33334;0;-1;2;13,846664
